transaction_id,transaction_date,transaction_type,customer_id,customer_name,grain_type,operation,number_of_bags,bag_weight_kg,total_weight_kg,quality_grade,moisture_content
1626,2024-02-13,Warehouse Movement,1547,Customer_1547,Wheat,IN,134,25,3350,C,13.02
1627,2024-10-21,Warehouse Movement,234,Customer_234,Maize,IN,122,25,3050,C,12.76
1628,2024-05-30,Warehouse Movement,1800,Customer_1800,Rice,OUT,66,25,1650,A,10.48
1629,2024-11-16,Warehouse Movement,1996,Customer_1996,Rice,OUT,60,25,1500,C,10.9
1630,2023-07-15,Warehouse Movement,902,Customer_902,Wheat,IN,125,50,6250,B,11.47
1631,2024-02-12,Warehouse Movement,652,Customer_652,Barley,OUT,31,25,775,A,15.84
1632,2023-02-05,Warehouse Movement,1679,Customer_1679,Barley,IN,111,25,2775,A,11.65
1633,2023-01-04,Warehouse Movement,1832,Customer_1832,Rice,OUT,60,25,1500,B,12.77
1634,2023-06-09,Warehouse Movement,1366,Customer_1366,Sorghum,IN,112,50,5600,C,15.97
1635,2023-02-16,Warehouse Movement,1917,Customer_1917,Sorghum,OUT,153,25,3825,B,14.98
1636,2024-09-25,Warehouse Movement,957,Customer_957,Sorghum,OUT,38,25,950,B,12.9
1637,2023-04-26,Warehouse Movement,669,Customer_669,Maize,IN,173,50,8650,A,11.83
1638,2024-03-19,Warehouse Movement,528,Customer_528,Sorghum,OUT,83,50,4150,A,16.22
1639,2024-11-09,Warehouse Movement,1188,Customer_1188,Sorghum,OUT,40,25,1000,A,12.79
1640,2024-07-19,Warehouse Movement,1508,Customer_1508,Barley,OUT,180,50,9000,B,11.72
1641,2023-12-20,Warehouse Movement,592,Customer_592,Maize,OUT,197,25,4925,A,11.6
1642,2024-07-21,Warehouse Movement,691,Customer_691,Barley,OUT,179,50,8950,A,15.92
1643,2024-01-13,Warehouse Movement,1209,Customer_1209,Barley,OUT,130,50,6500,C,14.7
1644,2023-07-28,Warehouse Movement,268,Customer_268,Sorghum,OUT,134,25,3350,B,14.78
1645,2023-03-27,Warehouse Movement,171,Customer_171,Sorghum,IN,116,50,5800,B,14.43
1646,2023-02-15,Warehouse Movement,161,Customer_161,Wheat,IN,13,50,650,A,15.93
1647,2023-03-15,Warehouse Movement,1855,Customer_1855,Maize,IN,113,25,2825,A,12.83
1648,2023-09-08,Warehouse Movement,1372,Customer_1372,Barley,OUT,124,25,3100,C,10.82
1649,2024-11-17,Warehouse Movement,1048,Customer_1048,Barley,IN,58,50,2900,C,13.91
1650,2024-10-11,Warehouse Movement,1876,Customer_1876,Maize,OUT,43,25,1075,A,11.69
1651,2024-09-08,Warehouse Movement,1410,Customer_1410,Maize,IN,33,25,825,B,13.24
1652,2024-08-14,Warehouse Movement,831,Customer_831,Rice,IN,189,50,9450,C,14.12
1653,2024-03-07,Warehouse Movement,1664,Customer_1664,Wheat,OUT,56,50,2800,B,11.1
1654,2023-07-26,Warehouse Movement,463,Customer_463,Wheat,OUT,105,50,5250,C,16.39
1655,2024-11-03,Warehouse Movement,1680,Customer_1680,Barley,IN,74,25,1850,A,16.14
1656,2023-03-23,Warehouse Movement,1321,Customer_1321,Rice,IN,123,25,3075,A,16.24
1657,2024-07-30,Warehouse Movement,600,Customer_600,Millet,OUT,94,25,2350,A,14.95
1658,2024-06-05,Warehouse Movement,616,Customer_616,Sorghum,IN,76,25,1900,A,15.46
1659,2023-08-31,Warehouse Movement,1130,Customer_1130,Sorghum,IN,15,50,750,A,13.31
1660,2024-10-05,Warehouse Movement,196,Customer_196,Sorghum,IN,178,50,8900,C,11.9
1661,2023-10-26,Warehouse Movement,1852,Customer_1852,Wheat,OUT,177,25,4425,A,11.95
1662,2023-06-28,Warehouse Movement,1890,Customer_1890,Maize,OUT,190,25,4750,C,11.4
1663,2023-12-27,Warehouse Movement,1514,Customer_1514,Maize,IN,99,25,2475,C,12.02
1664,2023-11-06,Warehouse Movement,1802,Customer_1802,Millet,IN,39,50,1950,B,16.48
1665,2024-03-17,Warehouse Movement,987,Customer_987,Sorghum,IN,147,50,7350,B,14.55
1666,2024-05-18,Warehouse Movement,1716,Customer_1716,Barley,OUT,169,25,4225,C,10.78
1667,2023-03-01,Warehouse Movement,785,Customer_785,Barley,OUT,11,50,550,B,10.51
1668,2024-04-15,Warehouse Movement,686,Customer_686,Rice,OUT,150,50,7500,A,11.71
1669,2023-09-14,Warehouse Movement,1616,Customer_1616,Sorghum,IN,141,25,3525,C,14.33
1670,2023-01-15,Warehouse Movement,1962,Customer_1962,Barley,OUT,181,50,9050,A,14.3
1671,2023-10-10,Warehouse Movement,1631,Customer_1631,Rice,OUT,137,50,6850,C,16.43
1672,2023-05-11,Warehouse Movement,1562,Customer_1562,Maize,IN,167,25,4175,A,16.38
1673,2024-05-29,Warehouse Movement,592,Customer_592,Rice,OUT,126,25,3150,C,16.21
1674,2023-12-29,Warehouse Movement,673,Customer_673,Millet,OUT,90,25,2250,A,12.39
1675,2024-03-19,Warehouse Movement,1351,Customer_1351,Wheat,IN,17,50,850,B,14.41
1676,2023-09-22,Warehouse Movement,719,Customer_719,Wheat,OUT,42,50,2100,C,10.35
1677,2023-10-28,Warehouse Movement,1272,Customer_1272,Wheat,OUT,158,25,3950,B,13.63
1678,2023-12-04,Warehouse Movement,1752,Customer_1752,Rice,OUT,172,25,4300,C,15.52
1679,2024-04-14,Warehouse Movement,1628,Customer_1628,Sorghum,OUT,193,50,9650,C,13.04
1680,2024-02-11,Warehouse Movement,519,Customer_519,Maize,OUT,182,50,9100,A,10.51
1681,2024-01-16,Warehouse Movement,812,Customer_812,Millet,OUT,123,50,6150,B,12.86
1682,2024-02-25,Warehouse Movement,1620,Customer_1620,Barley,IN,161,25,4025,B,15.37
1683,2023-02-01,Warehouse Movement,449,Customer_449,Wheat,OUT,187,50,9350,C,14.21
1684,2024-02-21,Warehouse Movement,1036,Customer_1036,Maize,IN,154,50,7700,A,12.82
1685,2024-09-23,Warehouse Movement,302,Customer_302,Millet,OUT,93,50,4650,A,14.18
1686,2024-03-15,Warehouse Movement,492,Customer_492,Barley,OUT,24,25,600,A,13.82
1687,2023-12-29,Warehouse Movement,1717,Customer_1717,Maize,OUT,136,25,3400,B,11.47
1688,2024-07-09,Warehouse Movement,763,Customer_763,Rice,OUT,11,25,275,C,13.1
1689,2024-02-07,Warehouse Movement,408,Customer_408,Sorghum,OUT,163,50,8150,A,10.42
1690,2024-09-29,Warehouse Movement,1465,Customer_1465,Barley,IN,110,50,5500,B,16.49
1691,2023-10-01,Warehouse Movement,1605,Customer_1605,Maize,OUT,36,50,1800,C,16.08
1692,2024-08-27,Warehouse Movement,1436,Customer_1436,Wheat,OUT,152,50,7600,A,10.4
1693,2024-02-15,Warehouse Movement,153,Customer_153,Rice,OUT,107,25,2675,A,12.52
1694,2024-02-18,Warehouse Movement,1739,Customer_1739,Wheat,OUT,127,25,3175,A,15.98
1695,2024-09-24,Warehouse Movement,255,Customer_255,Maize,IN,51,50,2550,C,14.85
1696,2024-08-04,Warehouse Movement,1117,Customer_1117,Sorghum,IN,124,25,3100,B,14.4
1697,2023-12-14,Warehouse Movement,1087,Customer_1087,Barley,OUT,160,50,8000,C,12.49
1698,2023-03-06,Warehouse Movement,1012,Customer_1012,Sorghum,IN,95,25,2375,C,11.46
1699,2024-06-19,Warehouse Movement,858,Customer_858,Maize,IN,100,25,2500,C,13.37
1700,2023-04-01,Warehouse Movement,434,Customer_434,Millet,IN,41,25,1025,B,14.68
1701,2023-07-22,Warehouse Movement,1317,Customer_1317,Sorghum,IN,11,25,275,A,11.69
1702,2023-10-12,Warehouse Movement,1782,Customer_1782,Millet,OUT,176,25,4400,A,11.72
1703,2023-06-02,Warehouse Movement,352,Customer_352,Millet,OUT,60,25,1500,C,12.27
1704,2024-06-19,Warehouse Movement,1535,Customer_1535,Sorghum,OUT,109,25,2725,A,15.22
1705,2024-11-27,Warehouse Movement,1673,Customer_1673,Rice,IN,101,50,5050,A,13.47
1706,2023-05-02,Warehouse Movement,1118,Customer_1118,Millet,IN,198,50,9900,C,10.11
1707,2024-10-12,Warehouse Movement,1105,Customer_1105,Wheat,IN,96,25,2400,C,10.08
1708,2023-12-12,Warehouse Movement,1050,Customer_1050,Wheat,OUT,188,50,9400,C,11.65
1709,2024-08-09,Warehouse Movement,955,Customer_955,Barley,OUT,165,50,8250,C,12.61
1710,2024-06-23,Warehouse Movement,486,Customer_486,Rice,IN,116,25,2900,B,15.11
1711,2023-07-03,Warehouse Movement,1999,Customer_1999,Millet,IN,12,50,600,B,14.62
1712,2023-06-16,Warehouse Movement,718,Customer_718,Rice,IN,199,50,9950,A,10.94
1713,2024-05-26,Warehouse Movement,100,Customer_100,Maize,OUT,89,50,4450,C,10.94
1714,2024-04-30,Warehouse Movement,514,Customer_514,Rice,OUT,121,50,6050,B,10.33
1715,2023-12-17,Warehouse Movement,915,Customer_915,Millet,OUT,59,25,1475,A,11.42
1716,2023-04-25,Warehouse Movement,26,Customer_26,Maize,OUT,146,50,7300,C,11.97
1717,2024-03-16,Warehouse Movement,1798,Customer_1798,Maize,IN,89,50,4450,B,13.55
1718,2023-11-10,Warehouse Movement,716,Customer_716,Sorghum,IN,36,50,1800,A,12.07
1719,2023-02-28,Warehouse Movement,984,Customer_984,Millet,IN,78,25,1950,A,11.56
1720,2023-06-13,Warehouse Movement,510,Customer_510,Sorghum,IN,121,50,6050,C,14.38
1721,2023-03-21,Warehouse Movement,354,Customer_354,Barley,IN,196,25,4900,C,11.7
1722,2023-07-01,Warehouse Movement,1360,Customer_1360,Sorghum,OUT,159,50,7950,C,10.69
1723,2023-06-03,Warehouse Movement,378,Customer_378,Wheat,IN,187,25,4675,B,11.64
1724,2024-02-10,Warehouse Movement,180,Customer_180,Sorghum,OUT,47,50,2350,B,14.55
1725,2023-01-30,Warehouse Movement,1759,Customer_1759,Sorghum,OUT,30,50,1500,A,14.21
1726,2024-02-21,Warehouse Movement,1857,Customer_1857,Wheat,IN,112,25,2800,C,12.17
1727,2023-07-08,Warehouse Movement,327,Customer_327,Rice,IN,80,25,2000,B,13.17
1728,2024-06-28,Warehouse Movement,1936,Customer_1936,Rice,IN,127,50,6350,B,14.05
1729,2024-07-08,Warehouse Movement,957,Customer_957,Millet,OUT,200,25,5000,B,11.99
1730,2023-07-13,Warehouse Movement,1283,Customer_1283,Sorghum,OUT,129,25,3225,A,13.67
1731,2024-09-01,Warehouse Movement,1763,Customer_1763,Rice,OUT,158,25,3950,A,15.92
1732,2023-05-21,Warehouse Movement,1996,Customer_1996,Rice,IN,137,25,3425,A,11.21
1733,2024-07-29,Warehouse Movement,1801,Customer_1801,Maize,IN,124,25,3100,C,15.65
1734,2024-07-24,Warehouse Movement,916,Customer_916,Wheat,OUT,162,25,4050,A,12.41
1735,2024-11-30,Warehouse Movement,85,Customer_85,Sorghum,OUT,174,25,4350,B,16.48
1736,2023-07-25,Warehouse Movement,1289,Customer_1289,Wheat,OUT,41,25,1025,C,11.91
1737,2024-09-09,Warehouse Movement,115,Customer_115,Sorghum,IN,182,50,9100,C,16.45
1738,2023-02-02,Warehouse Movement,810,Customer_810,Millet,OUT,90,50,4500,B,15.93
1739,2024-08-30,Warehouse Movement,1118,Customer_1118,Millet,OUT,174,50,8700,B,15.87
1740,2023-01-10,Warehouse Movement,1458,Customer_1458,Sorghum,IN,160,25,4000,B,13.75
1741,2023-07-30,Warehouse Movement,368,Customer_368,Sorghum,IN,110,25,2750,C,13.06
1742,2024-06-09,Warehouse Movement,1765,Customer_1765,Millet,IN,160,25,4000,C,11.27
1743,2023-06-30,Warehouse Movement,1502,Customer_1502,Maize,OUT,20,25,500,A,10.1
1744,2024-08-21,Warehouse Movement,997,Customer_997,Wheat,IN,168,25,4200,A,12.56
1745,2024-10-12,Warehouse Movement,190,Customer_190,Wheat,OUT,140,25,3500,A,11.93
1746,2024-10-17,Warehouse Movement,1490,Customer_1490,Millet,OUT,87,50,4350,C,10.75
1747,2023-06-23,Warehouse Movement,559,Customer_559,Wheat,IN,150,50,7500,A,15.16
1748,2024-09-08,Warehouse Movement,680,Customer_680,Sorghum,OUT,34,50,1700,C,11.95
1749,2023-12-11,Warehouse Movement,774,Customer_774,Sorghum,OUT,18,25,450,C,12.39
1750,2024-09-04,Warehouse Movement,498,Customer_498,Wheat,OUT,195,50,9750,C,11.14
1751,2023-05-04,Warehouse Movement,335,Customer_335,Maize,IN,97,50,4850,A,14.06
1752,2023-08-06,Warehouse Movement,1678,Customer_1678,Millet,OUT,182,25,4550,A,13.24
1753,2023-10-05,Warehouse Movement,1978,Customer_1978,Barley,IN,98,50,4900,B,12.03
1754,2024-07-06,Warehouse Movement,622,Customer_622,Maize,IN,173,50,8650,B,13.9
1755,2023-07-06,Warehouse Movement,1791,Customer_1791,Wheat,IN,106,50,5300,A,13.14
1756,2023-05-09,Warehouse Movement,1725,Customer_1725,Maize,IN,187,25,4675,A,10.01
1757,2023-08-12,Warehouse Movement,700,Customer_700,Rice,OUT,71,25,1775,B,16.21
1758,2024-10-10,Warehouse Movement,809,Customer_809,Wheat,OUT,40,50,2000,C,14.31
1759,2024-03-30,Warehouse Movement,1703,Customer_1703,Wheat,OUT,92,25,2300,A,13.38
1760,2024-10-24,Warehouse Movement,96,Customer_96,Sorghum,IN,61,50,3050,A,15.07
1761,2023-12-28,Warehouse Movement,1067,Customer_1067,Rice,OUT,200,50,10000,C,10.39
1762,2023-08-29,Warehouse Movement,1734,Customer_1734,Rice,OUT,18,25,450,C,13.33
1763,2023-04-30,Warehouse Movement,1816,Customer_1816,Sorghum,OUT,37,50,1850,C,10.61
1764,2024-08-12,Warehouse Movement,1769,Customer_1769,Sorghum,OUT,152,25,3800,A,12.44
1765,2024-08-13,Warehouse Movement,1272,Customer_1272,Maize,IN,47,50,2350,C,13.72
1766,2023-05-16,Warehouse Movement,1732,Customer_1732,Rice,OUT,31,50,1550,A,12.97
1767,2024-05-02,Warehouse Movement,214,Customer_214,Barley,OUT,65,50,3250,B,16.06
1768,2023-08-27,Warehouse Movement,1725,Customer_1725,Wheat,IN,59,50,2950,B,15.62
1769,2023-06-25,Warehouse Movement,1339,Customer_1339,Millet,OUT,33,25,825,A,15.45
1770,2023-02-19,Warehouse Movement,261,Customer_261,Sorghum,OUT,70,50,3500,A,10.58
1771,2023-06-18,Warehouse Movement,210,Customer_210,Wheat,IN,138,50,6900,B,13.13
1772,2023-05-13,Warehouse Movement,300,Customer_300,Sorghum,OUT,150,25,3750,B,10.68
1773,2024-02-20,Warehouse Movement,829,Customer_829,Sorghum,IN,120,50,6000,A,12.16
1774,2024-11-03,Warehouse Movement,625,Customer_625,Maize,IN,80,25,2000,B,16.27
1775,2024-05-19,Warehouse Movement,774,Customer_774,Barley,IN,93,50,4650,C,14.89
1776,2024-07-10,Warehouse Movement,491,Customer_491,Wheat,IN,163,50,8150,B,12.88
1777,2024-05-13,Warehouse Movement,787,Customer_787,Wheat,OUT,43,50,2150,A,13.63
1778,2023-08-14,Warehouse Movement,1129,Customer_1129,Barley,OUT,188,25,4700,B,15.84
1779,2024-05-21,Warehouse Movement,1297,Customer_1297,Millet,IN,50,50,2500,A,14.89
1780,2023-06-02,Warehouse Movement,426,Customer_426,Maize,IN,117,25,2925,B,14.42
1781,2024-06-22,Warehouse Movement,1435,Customer_1435,Sorghum,IN,35,50,1750,A,11.48
1782,2023-06-14,Warehouse Movement,952,Customer_952,Wheat,IN,139,25,3475,B,11.24
1783,2023-06-09,Warehouse Movement,953,Customer_953,Rice,OUT,18,50,900,C,16.08
1784,2024-10-03,Warehouse Movement,1008,Customer_1008,Sorghum,IN,109,25,2725,A,13.99
1785,2023-03-20,Warehouse Movement,116,Customer_116,Millet,IN,64,50,3200,A,13.64
1786,2024-02-17,Warehouse Movement,1118,Customer_1118,Rice,OUT,32,50,1600,C,16.44
1787,2023-08-26,Warehouse Movement,1026,Customer_1026,Wheat,OUT,158,25,3950,C,14.63
1788,2023-01-05,Warehouse Movement,385,Customer_385,Maize,OUT,139,25,3475,B,13.57
1789,2023-12-12,Warehouse Movement,441,Customer_441,Sorghum,IN,161,25,4025,C,11.86
1790,2024-09-18,Warehouse Movement,52,Customer_52,Maize,OUT,157,50,7850,B,15.64
1791,2023-04-29,Warehouse Movement,84,Customer_84,Rice,OUT,181,25,4525,C,13.74
1792,2023-05-14,Warehouse Movement,989,Customer_989,Barley,IN,178,50,8900,B,13.77
1793,2024-03-14,Warehouse Movement,638,Customer_638,Rice,OUT,42,50,2100,B,10.05
1794,2023-06-28,Warehouse Movement,803,Customer_803,Barley,IN,176,25,4400,A,15.85
1795,2023-05-22,Warehouse Movement,1617,Customer_1617,Rice,OUT,97,50,4850,C,12.82
1796,2024-03-18,Warehouse Movement,194,Customer_194,Millet,OUT,173,25,4325,A,10.86
1797,2024-04-08,Warehouse Movement,1097,Customer_1097,Wheat,OUT,124,50,6200,B,13.57
1798,2023-05-29,Warehouse Movement,704,Customer_704,Maize,OUT,40,25,1000,B,13.48
1799,2023-09-25,Warehouse Movement,1352,Customer_1352,Rice,OUT,36,50,1800,A,12.15
1800,2024-08-20,Warehouse Movement,1318,Customer_1318,Sorghum,IN,26,50,1300,B,13.83
1801,2023-08-11,Warehouse Movement,599,Customer_599,Rice,OUT,54,50,2700,A,12.33
1802,2024-05-06,Warehouse Movement,1191,Customer_1191,Barley,IN,149,25,3725,A,13.92
1803,2024-01-26,Warehouse Movement,1526,Customer_1526,Rice,IN,99,50,4950,B,15.2
1804,2023-07-05,Warehouse Movement,1190,Customer_1190,Rice,OUT,197,50,9850,B,10.3
1805,2024-01-31,Warehouse Movement,550,Customer_550,Maize,IN,59,50,2950,C,11.39
1806,2023-03-22,Warehouse Movement,582,Customer_582,Barley,IN,199,50,9950,B,10.88
1807,2023-08-07,Warehouse Movement,1133,Customer_1133,Millet,OUT,186,50,9300,A,10.54
1808,2024-03-07,Warehouse Movement,961,Customer_961,Maize,IN,80,25,2000,B,12.08
1809,2023-12-13,Warehouse Movement,952,Customer_952,Millet,IN,52,25,1300,C,11.25
1810,2024-01-02,Warehouse Movement,1677,Customer_1677,Rice,IN,37,50,1850,A,12.38
1811,2023-04-08,Warehouse Movement,510,Customer_510,Maize,OUT,116,25,2900,A,15.28
1812,2024-09-13,Warehouse Movement,132,Customer_132,Sorghum,IN,47,25,1175,A,10.22
1813,2024-10-09,Warehouse Movement,1352,Customer_1352,Millet,IN,53,50,2650,C,10.42
1814,2023-05-05,Warehouse Movement,245,Customer_245,Maize,OUT,90,50,4500,C,15.2
1815,2024-11-23,Warehouse Movement,1636,Customer_1636,Rice,OUT,194,25,4850,A,11.65
1816,2024-04-19,Warehouse Movement,1263,Customer_1263,Rice,IN,60,25,1500,A,13.43
1817,2024-06-27,Warehouse Movement,1873,Customer_1873,Millet,IN,99,50,4950,B,11.04
1818,2023-12-11,Warehouse Movement,122,Customer_122,Barley,IN,74,25,1850,C,14.61
1819,2023-07-25,Warehouse Movement,742,Customer_742,Wheat,OUT,92,50,4600,A,10.11
1820,2024-07-27,Warehouse Movement,828,Customer_828,Sorghum,OUT,138,50,6900,B,11.88
1821,2023-11-21,Warehouse Movement,1300,Customer_1300,Rice,OUT,178,50,8900,A,15.02
1822,2023-05-17,Warehouse Movement,1580,Customer_1580,Maize,OUT,129,50,6450,C,12.92
1823,2023-03-31,Warehouse Movement,1730,Customer_1730,Millet,IN,77,25,1925,C,16.35
1824,2023-07-01,Warehouse Movement,831,Customer_831,Barley,OUT,104,25,2600,A,11.39
1825,2023-09-11,Warehouse Movement,1150,Customer_1150,Millet,IN,112,50,5600,B,15.42
1826,2024-01-14,Warehouse Movement,1971,Customer_1971,Maize,IN,17,50,850,C,16.02
1827,2023-08-02,Warehouse Movement,1979,Customer_1979,Sorghum,OUT,143,25,3575,A,11.12
1828,2023-10-19,Warehouse Movement,133,Customer_133,Barley,OUT,67,50,3350,C,10.1
1829,2024-06-02,Warehouse Movement,755,Customer_755,Wheat,OUT,42,50,2100,C,10.83
1830,2024-10-18,Warehouse Movement,1519,Customer_1519,Rice,IN,104,50,5200,B,10.17
1831,2024-03-25,Warehouse Movement,1913,Customer_1913,Millet,IN,139,25,3475,B,16.07
1832,2023-06-22,Warehouse Movement,1851,Customer_1851,Wheat,IN,164,25,4100,C,15.92
1833,2024-09-22,Warehouse Movement,1582,Customer_1582,Barley,IN,111,25,2775,A,15.25
1834,2024-06-29,Warehouse Movement,239,Customer_239,Barley,IN,76,50,3800,A,10.11
1835,2024-09-24,Warehouse Movement,1403,Customer_1403,Barley,OUT,37,50,1850,A,11.88
1836,2023-02-25,Warehouse Movement,142,Customer_142,Rice,OUT,62,50,3100,A,11.4
1837,2023-09-16,Warehouse Movement,1475,Customer_1475,Rice,OUT,193,50,9650,A,13.0
1838,2023-04-22,Warehouse Movement,1594,Customer_1594,Wheat,IN,174,50,8700,A,15.5
1839,2023-02-12,Warehouse Movement,958,Customer_958,Barley,IN,44,25,1100,C,11.32
1840,2024-11-12,Warehouse Movement,253,Customer_253,Sorghum,IN,16,25,400,C,12.66
1841,2024-08-07,Warehouse Movement,1827,Customer_1827,Wheat,IN,200,25,5000,C,10.38
1842,2023-12-30,Warehouse Movement,900,Customer_900,Barley,IN,116,50,5800,A,13.58
1843,2024-06-29,Warehouse Movement,1851,Customer_1851,Wheat,OUT,37,50,1850,A,11.46
1844,2023-05-06,Warehouse Movement,476,Customer_476,Wheat,OUT,156,25,3900,A,14.9
1845,2023-11-20,Warehouse Movement,1413,Customer_1413,Sorghum,OUT,73,25,1825,B,11.06
1846,2024-06-28,Warehouse Movement,1892,Customer_1892,Sorghum,IN,95,25,2375,C,11.1
1847,2023-10-07,Warehouse Movement,1146,Customer_1146,Barley,IN,72,50,3600,C,10.72
1848,2023-06-11,Warehouse Movement,951,Customer_951,Barley,IN,120,25,3000,C,11.64
1849,2023-07-20,Warehouse Movement,788,Customer_788,Millet,IN,86,25,2150,A,14.76
1850,2023-03-17,Warehouse Movement,255,Customer_255,Barley,OUT,114,25,2850,A,15.12
1851,2023-12-09,Warehouse Movement,542,Customer_542,Sorghum,OUT,74,50,3700,A,10.11
1852,2024-02-29,Warehouse Movement,776,Customer_776,Maize,OUT,181,25,4525,C,10.11
1853,2024-05-15,Warehouse Movement,704,Customer_704,Millet,OUT,117,50,5850,A,15.16
1854,2024-01-11,Warehouse Movement,623,Customer_623,Wheat,IN,159,25,3975,A,13.62
1855,2023-01-24,Warehouse Movement,739,Customer_739,Sorghum,IN,42,25,1050,C,10.19
1856,2024-08-29,Warehouse Movement,1658,Customer_1658,Maize,IN,41,50,2050,C,15.88
1857,2023-03-15,Warehouse Movement,1303,Customer_1303,Sorghum,OUT,74,25,1850,A,13.19
1858,2024-07-08,Warehouse Movement,1151,Customer_1151,Millet,OUT,133,50,6650,A,13.61
1859,2023-11-06,Warehouse Movement,120,Customer_120,Maize,OUT,173,50,8650,A,13.3
1860,2024-11-30,Warehouse Movement,1892,Customer_1892,Maize,OUT,196,50,9800,B,14.89
1861,2024-07-12,Warehouse Movement,1572,Customer_1572,Wheat,IN,44,25,1100,A,15.27
1862,2023-01-05,Warehouse Movement,204,Customer_204,Sorghum,IN,164,25,4100,B,16.42
1863,2024-08-01,Warehouse Movement,992,Customer_992,Millet,OUT,27,50,1350,B,13.06
1864,2024-01-07,Warehouse Movement,1114,Customer_1114,Barley,IN,112,25,2800,C,14.36
1865,2023-07-30,Warehouse Movement,375,Customer_375,Millet,OUT,88,25,2200,B,11.15
1866,2024-07-06,Warehouse Movement,1109,Customer_1109,Maize,IN,94,25,2350,B,10.58
1867,2023-07-13,Warehouse Movement,929,Customer_929,Sorghum,OUT,170,25,4250,B,14.88
1868,2024-09-05,Warehouse Movement,1127,Customer_1127,Rice,OUT,102,50,5100,A,12.56
1869,2023-02-04,Warehouse Movement,783,Customer_783,Wheat,OUT,13,50,650,B,11.43
1870,2023-09-07,Warehouse Movement,360,Customer_360,Millet,IN,115,25,2875,B,12.04
1871,2023-07-07,Warehouse Movement,512,Customer_512,Rice,IN,125,50,6250,C,13.48
1872,2024-08-15,Warehouse Movement,1567,Customer_1567,Millet,OUT,200,50,10000,B,11.67
1873,2023-06-15,Warehouse Movement,1164,Customer_1164,Barley,IN,167,50,8350,C,10.06
1874,2024-01-02,Warehouse Movement,748,Customer_748,Barley,IN,31,25,775,B,14.19
1875,2023-12-13,Warehouse Movement,1253,Customer_1253,Millet,OUT,157,50,7850,B,13.05
1876,2023-07-03,Warehouse Movement,1296,Customer_1296,Sorghum,OUT,113,25,2825,C,15.76
1877,2023-08-13,Warehouse Movement,327,Customer_327,Wheat,OUT,107,50,5350,A,15.99
1878,2024-02-19,Warehouse Movement,1085,Customer_1085,Rice,OUT,93,50,4650,B,10.24
1879,2024-02-12,Warehouse Movement,132,Customer_132,Wheat,OUT,68,25,1700,C,14.35
1880,2023-07-08,Warehouse Movement,1957,Customer_1957,Sorghum,OUT,195,25,4875,C,11.68
1881,2023-12-03,Warehouse Movement,178,Customer_178,Rice,IN,168,25,4200,A,10.77
1882,2023-11-27,Warehouse Movement,1914,Customer_1914,Millet,IN,23,50,1150,C,12.4
1883,2024-03-05,Warehouse Movement,1222,Customer_1222,Barley,OUT,109,50,5450,A,11.21
1884,2024-09-22,Warehouse Movement,1378,Customer_1378,Rice,OUT,189,25,4725,C,11.07
1885,2024-01-06,Warehouse Movement,837,Customer_837,Sorghum,IN,22,25,550,C,11.67
1886,2023-09-10,Warehouse Movement,198,Customer_198,Wheat,IN,188,50,9400,A,10.64
1887,2023-12-29,Warehouse Movement,1270,Customer_1270,Maize,IN,113,50,5650,B,11.78
1888,2023-05-23,Warehouse Movement,983,Customer_983,Sorghum,OUT,158,50,7900,A,15.04
